x,y,u_h
0.848485,0.545455,0.453905
0.878788,0.545455,0.368157
0.909091,0.545455,0.279076
0.939394,0.545455,0.187466
0.969697,0.545455,0.0941596
0.030303,0.575758,0.0924464
0.0606061,0.575758,0.184056
0.0909091,0.575758,0.273998
0.121212,0.575758,0.361459
0.151515,0.575758,0.445646
0.181818,0.575758,0.525798
0.212121,0.575758,0.601188
0.242424,0.575758,0.671133
0.272727,0.575758,0.735001
0.30303,0.575758,0.792212
0.333333,0.575758,0.842249
0.363636,0.575758,0.884659
0.393939,0.575758,0.919057
0.424242,0.575758,0.945131
0.454545,0.575758,0.962647
0.484848,0.575758,0.971444
0.515152,0.575758,0.971444
0.545455,0.575758,0.962647
0.575758,0.575758,0.945131
0.606061,0.575758,0.919057
0.636364,0.575758,0.884659
0.666667,0.575758,0.842249
0.69697,0.575758,0.792212
0.727273,0.575758,0.735001
0.757576,0.575758,0.671133
0.787879,0.575758,0.601188
0.818182,0.575758,0.525798
0.848485,0.575758,0.445646
0.878788,0.575758,0.361459
0.909091,0.575758,0.273998
0.939394,0.575758,0.184056
0.969697,0.575758,0.0924464
0.030303,0.606061,0.0898959
0.0606061,0.606061,0.178978
0.0909091,0.606061,0.266439
0.121212,0.606061,0.351487
0.151515,0.606061,0.433352
0.181818,0.606061,0.511292
0.212121,0.606061,0.584602
0.242424,0.606061,0.652618
0.272727,0.606061,0.714724
0.30303,0.606061,0.770357
0.333333,0.606061,0.819013
0.363636,0.606061,0.860252
0.393939,0.606061,0.893701
0.424242,0.606061,0.919057
0.454545,0.606061,0.936089
0.484848,0.606061,0.944644
0.515152,0.606061,0.944644
0.545455,0.606061,0.936089
0.575758,0.606061,0.919057
0.606061,0.606061,0.893701
0.636364,0.606061,0.860252
0.666667,0.606061,0.819013
0.69697,0.606061,0.770357
0.727273,0.606061,0.714724
0.757576,0.606061,0.652618
0.787879,0.606061,0.584602
0.818182,0.606061,0.511292
0.848485,0.606061,0.433352
0.878788,0.606061,0.351487
0.909091,0.606061,0.266439
0.939394,0.606061,0.178978
0.969697,0.606061,0.0898959
0.030303,0.636364,0.0865314
0.0606061,0.636364,0.172279
0.0909091,0.636364,0.256467
0.121212,0.636364,0.338332
0.151515,0.636364,0.417132
0.181818,0.636364,0.492156
0.212121,0.636364,0.562722
0.242424,0.636364,0.628192
0.272727,0.636364,0.687973
0.30303,0.636364,0.741524
0.333333,0.636364,0.78836
0.363636,0.636364,0.828056
0.393939,0.636364,0.860252
0.424242,0.636364,0.884659
0.454545,0.636364,0.901054
0.484848,0.636364,0.909288
0.515152,0.636364,0.909288
0.545455,0.636364,0.901054
0.575758,0.636364,0.884659
0.606061,0.636364,0.860252
0.636364,0.636364,0.828056
0.666667,0.636364,0.78836
0.69697,0.636364,0.741524
0.727273,0.636364,0.687973
0.757576,0.636364,0.628192
0.787879,0.636364,0.562722
0.818182,0.636364,0.492156
0.848485,0.636364,0.417132
0.878788,0.636364,0.338332
0.909091,0.636364,0.256467
0.939394,0.636364,0.172279
0.969697,0.636364,0.0865314
0.030303,0.666667,0.0823831
0.0606061,0.666667,0.16402
0.0909091,0.666667,0.244172
0.121212,0.666667,0.322112
0.151515,0.666667,0.397136
0.181818,0.666667,0.468562
0.212121,0.666667,0.535746
0.242424,0.666667,0.598078
0.272727,0.666667,0.654993
0.30303,0.666667,0.705976
0.333333,0.666667,0.750567
0.363636,0.666667,0.78836
0.393939,0.666667,0.819013
0.424242,0.666667,0.842249
0.454545,0.666667,0.857858
0.484848,0.666667,0.865698
0.515152,0.666667,0.865698
0.545455,0.666667,0.857858
0.575758,0.666667,0.842249
0.606061,0.666667,0.819013
0.636364,0.666667,0.78836
0.666667,0.666667,0.750567
0.69697,0.666667,0.705976
0.727273,0.666667,0.654993
0.757576,0.666667,0.598078
0.787879,0.666667,0.535746
0.818182,0.666667,0.468562
0.848485,0.666667,0.397136
0.878788,0.666667,0.322112
0.909091,0.666667,0.244172
0.939394,0.666667,0.16402
0.969697,0.666667,0.0823831
0.030303,0.69697,0.0774889
0.0606061,0.69697,0.154276
0.0909091,0.69697,0.229666
0.121212,0.69697,0.302976
0.151515,0.69697,0.373542
0.181818,0.69697,0.440726
0.212121,0.69697,0.503918
0.242424,0.69697,0.562547
0.272727,0.69697,0.616081
0.30303,0.69697,0.664035
0.333333,0.69697,0.705976
0.363636,0.69697,0.741524
0.393939,0.69697,0.770357
0.424242,0.69697,0.792212
0.454545,0.69697,0.806894
0.484848,0.69697,0.814268
0.515152,0.69697,0.814268
0.545455,0.69697,0.806894
0.575758,0.69697,0.792212
0.606061,0.69697,0.770357
0.636364,0.69697,0.741524
0.666667,0.69697,0.705976
0.69697,0.69697,0.664035
0.727273,0.69697,0.616081
0.757576,0.69697,0.562547
0.787879,0.69697,0.503918
0.818182,0.69697,0.440726
0.848485,0.69697,0.373542
0.878788,0.69697,0.302976
0.909091,0.69697,0.229666
0.939394,0.69697,0.154276
0.969697,0.69697,0.0774889
0.030303,0.727273,0.0718928
0.0606061,0.727273,0.143135
0.0909091,0.727273,0.21308
0.121212,0.727273,0.281096
0.151515,0.727273,0.346566
0.181818,0.727273,0.408898
0.212121,0.727273,0.467526
0.242424,0.727273,0.521921
0.272727,0.727273,0.571589
0.30303,0.727273,0.616081
0.333333,0.727273,0.654993
0.363636,0.727273,0.687973
0.393939,0.727273,0.714724
0.424242,0.727273,0.735001
0.454545,0.727273,0.748622
0.484848,0.727273,0.755464
0.515152,0.727273,0.755464
0.545455,0.727273,0.748622
0.575758,0.727273,0.735001
0.606061,0.727273,0.714724
0.636364,0.727273,0.687973
0.666667,0.727273,0.654993
0.69697,0.727273,0.616081
0.727273,0.727273,0.571589
0.757576,0.727273,0.521921
0.787879,0.727273,0.467526
0.818182,0.727273,0.408898
0.848485,0.727273,0.346566
0.878788,0.727273,0.281096
0.909091,0.727273,0.21308
0.939394,0.727273,0.143135
0.969697,0.727273,0.0718928
0.030303,0.757576,0.0656457
0.0606061,0.757576,0.130697
0.0909091,0.757576,0.194565
0.121212,0.757576,0.25667
0.151515,0.757576,0.316451
0.181818,0.757576,0.373367
0.212121,0.757576,0.426901
0.242424,0.757576,0.476569
0.272727,0.757576,0.521921
0.30303,0.757576,0.562547
0.333333,0.757576,0.598078
0.363636,0.757576,0.628192
0.393939,0.757576,0.652618
0.424242,0.757576,0.671133
0.454545,0.757576,0.683571
0.484848,0.757576,0.689818
0.515152,0.757576,0.689818
0.545455,0.757576,0.683571
0.575758,0.757576,0.671133
0.606061,0.757576,0.652618
0.636364,0.757576,0.628192
0.666667,0.757576,0.598078
0.69697,0.757576,0.562547
0.727273,0.757576,0.521921
0.757576,0.757576,0.476569
0.787879,0.757576,0.426901
0.818182,0.757576,0.373367
0.848485,0.757576,0.316451
0.878788,0.757576,0.25667
0.909091,0.757576,0.194565
0.939394,0.757576,0.130697
0.969697,0.757576,0.0656457
0.030303,0.787879,0.0588041
0.0606061,0.787879,0.117076
0.0909091,0.787879,0.174287
0.121212,0.787879,0.22992
0.151515,0.787879,0.283471
0.181818,0.787879,0.334455
0.212121,0.787879,0.382409
0.242424,0.787879,0.426901
0.272727,0.787879,0.467526
0.30303,0.787879,0.503918
0.333333,0.787879,0.535746
0.363636,0.787879,0.562722
0.393939,0.787879,0.584602
0.424242,0.787879,0.601188
0.454545,0.787879,0.612329
0.484848,0.787879,0.617925
0.515152,0.787879,0.617925
0.545455,0.787879,0.612329
0.575758,0.787879,0.601188
0.606061,0.787879,0.584602
0.636364,0.787879,0.562722
0.666667,0.787879,0.535746
0.69697,0.787879,0.503918
0.727273,0.787879,0.467526
0.757576,0.787879,0.426901
0.787879,0.787879,0.382409
0.818182,0.787879,0.334455
0.848485,0.787879,0.283471
0.878788,0.787879,0.22992
0.909091,0.787879,0.174287
0.939394,0.787879,0.117076
0.969697,0.787879,0.0588041
0.030303,0.818182,0.05143
0.0606061,0.818182,0.102394
0.0909091,0.818182,0.152431
0.121212,0.818182,0.201088
0.151515,0.818182,0.247923
0.181818,0.818182,0.292513
0.212121,0.818182,0.334455
0.242424,0.818182,0.373367
0.272727,0.818182,0.408898
0.30303,0.818182,0.440726
0.333333,0.818182,0.468562
0.363636,0.818182,0.492156
0.393939,0.818182,0.511292
0.424242,0.818182,0.525798
0.454545,0.818182,0.535542
0.484848,0.818182,0.540436
0.515152,0.818182,0.540436
0.545455,0.818182,0.535542
0.575758,0.818182,0.525798
0.606061,0.818182,0.511292
0.636364,0.818182,0.492156
0.666667,0.818182,0.468562
0.69697,0.818182,0.440726
0.727273,0.818182,0.408898
0.757576,0.818182,0.373367
0.787879,0.818182,0.334455
0.818182,0.818182,0.292513
0.848485,0.818182,0.247923
0.878788,0.818182,0.201088
0.909091,0.818182,0.152431
0.939394,0.818182,0.102394
0.969697,0.818182,0.05143
0.030303,0.848485,0.0435901
0.0606061,0.848485,0.0867855
0.0909091,0.848485,0.129195
0.121212,0.848485,0.170434
0.151515,0.848485,0.21013
0.181818,0.848485,0.247923
0.212121,0.848485,0.283471
0.242424,0.848485,0.316451
0.272727,0.848485,0.346566
0.30303,0.848485,0.373542
0.333333,0.848485,0.397136
0.363636,0.848485,0.417132
0.393939,0.848485,0.433352
0.424242,0.848485,0.445646
0.454545,0.848485,0.453905
0.484848,0.848485,0.458053
0.515152,0.848485,0.458053
0.545455,0.848485,0.453905
0.575758,0.848485,0.445646
0.606061,0.848485,0.433352
0.636364,0.848485,0.417132
0.666667,0.848485,0.397136
0.69697,0.848485,0.373542
0.727273,0.848485,0.346566
0.757576,0.848485,0.316451
0.787879,0.848485,0.283471
0.818182,0.848485,0.247923
0.848485,0.848485,0.21013
0.878788,0.848485,0.170434
0.909091,0.848485,0.129195
0.939394,0.848485,0.0867855
0.969697,0.848485,0.0435901
0.030303,0.878788,0.0353555
0.0606061,0.878788,0.0703907
0.0909091,0.878788,0.104789
0.121212,0.878788,0.138237
0.151515,0.878788,0.170434
0.181818,0.878788,0.201088
0.212121,0.878788,0.22992
0.242424,0.878788,0.25667
0.272727,0.878788,0.281096
0.30303,0.878788,0.302976
0.333333,0.878788,0.322112
0.363636,0.878788,0.338332
0.393939,0.878788,0.351487
0.424242,0.878788,0.361459
0.454545,0.878788,0.368157
0.484848,0.878788,0.371522
0.515152,0.878788,0.371522
0.545455,0.878788,0.368157
0.575758,0.878788,0.361459
0.606061,0.878788,0.351487
0.636364,0.878788,0.338332
