x,y,error
0.790698,0.0155039,1.47074e-06
0.79845,0.0155039,1.42392e-06
0.806202,0.0155039,1.37626e-06
0.813953,0.0155039,1.32778e-06
0.821705,0.0155039,1.27852e-06
0.829457,0.0155039,1.22849e-06
0.837209,0.0155039,1.17774e-06
0.844961,0.0155039,1.12629e-06
0.852713,0.0155039,1.07417e-06
0.860465,0.0155039,1.02142e-06
0.868217,0.0155039,9.68058e-07
0.875969,0.0155039,9.14123e-07
0.883721,0.0155039,8.59645e-07
0.891473,0.0155039,8.04658e-07
0.899225,0.0155039,7.49194e-07
0.906977,0.0155039,6.93286e-07
0.914729,0.0155039,6.36966e-07
0.922481,0.0155039,5.80269e-07
0.930233,0.0155039,5.23227e-07
0.937984,0.0155039,4.65875e-07
0.945736,0.0155039,4.08247e-07
0.953488,0.0155039,3.50377e-07
0.96124,0.0155039,2.92299e-07
0.968992,0.0155039,2.34047e-07
0.976744,0.0155039,1.75657e-07
0.984496,0.0155039,1.17163e-07
0.992248,0.0155039,5.85987e-08
0.00775194,0.0232558,8.78545e-08
0.0155039,0.0232558,1.75657e-07
0.0232558,0.0232558,2.63355e-07
0.0310078,0.0232558,3.50897e-07
0.0387597,0.0232558,4.38231e-07
0.0465116,0.0232558,5.25305e-07
0.0542636,0.0232558,6.12068e-07
0.0620155,0.0232558,6.98467e-07
0.0697674,0.0232558,7.84453e-07
0.0775194,0.0232558,8.69973e-07
0.0852713,0.0232558,9.54977e-07
0.0930233,0.0232558,1.03941e-06
0.100775,0.0232558,1.12324e-06
0.108527,0.0232558,1.20639e-06
0.116279,0.0232558,1.28883e-06
0.124031,0.0232558,1.37051e-06
0.131783,0.0232558,1.45137e-06
0.139535,0.0232558,1.53137e-06
0.147287,0.0232558,1.61046e-06
0.155039,0.0232558,1.6886e-06
0.162791,0.0232558,1.76574e-06
0.170543,0.0232558,1.84183e-06
0.178295,0.0232558,1.91683e-06
0.186047,0.0232558,1.99069e-06
0.193798,0.0232558,2.06337e-06
0.20155,0.0232558,2.13482e-06
0.209302,0.0232558,2.20502e-06
0.217054,0.0232558,2.2739e-06
0.224806,0.0232558,2.34143e-06
0.232558,0.0232558,2.40758e-06
0.24031,0.0232558,2.4723e-06
0.248062,0.0232558,2.53555e-06
0.255814,0.0232558,2.59729e-06
0.263566,0.0232558,2.6575e-06
0.271318,0.0232558,2.71613e-06
0.27907,0.0232558,2.77315e-06
0.286822,0.0232558,2.82853e-06
0.294574,0.0232558,2.88223e-06
0.302326,0.0232558,2.93422e-06
0.310078,0.0232558,2.98447e-06
0.317829,0.0232558,3.03294e-06
0.325581,0.0232558,3.07962e-06
0.333333,0.0232558,3.12448e-06
0.341085,0.0232558,3.16748e-06
0.348837,0.0232558,3.2086e-06
0.356589,0.0232558,3.24782e-06
0.364341,0.0232558,3.28511e-06
0.372093,0.0232558,3.32046e-06
0.379845,0.0232558,3.35383e-06
0.387597,0.0232558,3.38522e-06
0.395349,0.0232558,3.4146e-06
0.403101,0.0232558,3.44195e-06
0.410853,0.0232558,3.46727e-06
0.418605,0.0232558,3.49052e-06
0.426357,0.0232558,3.51171e-06
0.434109,0.0232558,3.53081e-06
0.44186,0.0232558,3.54782e-06
0.449612,0.0232558,3.56273e-06
0.457364,0.0232558,3.57552e-06
0.465116,0.0232558,3.58619e-06
0.472868,0.0232558,3.59474e-06
0.48062,0.0232558,3.60115e-06
0.488372,0.0232558,3.60543e-06
0.496124,0.0232558,3.60757e-06
0.503876,0.0232558,3.60757e-06
0.511628,0.0232558,3.60543e-06
0.51938,0.0232558,3.60115e-06
0.527132,0.0232558,3.59474e-06
0.534884,0.0232558,3.58619e-06
0.542636,0.0232558,3.57552e-06
0.550388,0.0232558,3.56273e-06
0.55814,0.0232558,3.54782e-06
0.565891,0.0232558,3.53081e-06
0.573643,0.0232558,3.51171e-06
0.581395,0.0232558,3.49052e-06
0.589147,0.0232558,3.46727e-06
0.596899,0.0232558,3.44195e-06
0.604651,0.0232558,3.4146e-06
0.612403,0.0232558,3.38522e-06
0.620155,0.0232558,3.35383e-06
0.627907,0.0232558,3.32046e-06
0.635659,0.0232558,3.28511e-06
0.643411,0.0232558,3.24782e-06
0.651163,0.0232558,3.2086e-06
0.658915,0.0232558,3.16748e-06
0.666667,0.0232558,3.12448e-06
0.674419,0.0232558,3.07962e-06
0.682171,0.0232558,3.03294e-06
0.689922,0.0232558,2.98447e-06
0.697674,0.0232558,2.93422e-06
0.705426,0.0232558,2.88223e-06
0.713178,0.0232558,2.82853e-06
0.72093,0.0232558,2.77315e-06
0.728682,0.0232558,2.71613e-06
0.736434,0.0232558,2.6575e-06
0.744186,0.0232558,2.59729e-06
0.751938,0.0232558,2.53555e-06
0.75969,0.0232558,2.4723e-06
0.767442,0.0232558,2.40758e-06
0.775194,0.0232558,2.34143e-06
0.782946,0.0232558,2.2739e-06
0.790698,0.0232558,2.20502e-06
0.79845,0.0232558,2.13482e-06
0.806202,0.0232558,2.06337e-06
0.813953,0.0232558,1.99069e-06
0.821705,0.0232558,1.91683e-06
0.829457,0.0232558,1.84183e-06
0.837209,0.0232558,1.76574e-06
0.844961,0.0232558,1.6886e-06
0.852713,0.0232558,1.61046e-06
0.860465,0.0232558,1.53137e-06
0.868217,0.0232558,1.45137e-06
0.875969,0.0232558,1.37051e-06
0.883721,0.0232558,1.28883e-06
0.891473,0.0232558,1.20639e-06
0.899225,0.0232558,1.12324e-06
0.906977,0.0232558,1.03941e-06
0.914729,0.0232558,9.54977e-07
0.922481,0.0232558,8.69973e-07
0.930233,0.0232558,7.84453e-07
0.937984,0.0232558,6.98467e-07
0.945736,0.0232558,6.12068e-07
0.953488,0.0232558,5.25305e-07
0.96124,0.0232558,4.38231e-07
0.968992,0.0232558,3.50897e-07
0.976744,0.0232558,2.63355e-07
0.984496,0.0232558,1.75657e-07
0.992248,0.0232558,8.78545e-08
0.00775194,0.0310078,1.17058e-07
0.0155039,0.0310078,2.34047e-07
0.0232558,0.0310078,3.50897e-07
0.0310078,0.0310078,4.67539e-07
0.0387597,0.0310078,5.83904e-07
0.0465116,0.0310078,6.99922e-07
0.0542636,0.0310078,8.15526e-07
0.0620155,0.0310078,9.30645e-07
0.0697674,0.0310078,1.04521e-06
0.0775194,0.0310078,1.15916e-06
0.0852713,0.0310078,1.27242e-06
0.0930233,0.0310078,1.38493e-06
0.100775,0.0310078,1.49661e-06
0.108527,0.0310078,1.60741e-06
0.116279,0.0310078,1.71725e-06
0.124031,0.0310078,1.82608e-06
0.131783,0.0310078,1.93382e-06
0.139535,0.0310078,2.04041e-06
0.147287,0.0310078,2.1458e-06
0.155039,0.0310078,2.24991e-06
0.162791,0.0310078,2.35269e-06
0.170543,0.0310078,2.45407e-06
0.178295,0.0310078,2.554e-06
0.186047,0.0310078,2.65241e-06
0.193798,0.0310078,2.74925e-06
0.20155,0.0310078,2.84446e-06
0.209302,0.0310078,2.93799e-06
0.217054,0.0310078,3.02977e-06
0.224806,0.0310078,3.11975e-06
0.232558,0.0310078,3.20788e-06
0.24031,0.0310078,3.29411e-06
0.248062,0.0310078,3.37839e-06
0.255814,0.0310078,3.46066e-06
0.263566,0.0310078,3.54088e-06
0.271318,0.0310078,3.619e-06
0.27907,0.0310078,3.69498e-06
0.286822,0.0310078,3.76876e-06
0.294574,0.0310078,3.84031e-06
0.302326,0.0310078,3.90958e-06
0.310078,0.0310078,3.97653e-06
0.317829,0.0310078,4.04113e-06
0.325581,0.0310078,4.10332e-06
0.333333,0.0310078,4.16309e-06
0.341085,0.0310078,4.22038e-06
0.348837,0.0310078,4.27518e-06
0.356589,0.0310078,4.32743e-06
0.364341,0.0310078,4.37712e-06
0.372093,0.0310078,4.42422e-06
0.379845,0.0310078,4.46869e-06
0.387597,0.0310078,4.51051e-06
0.395349,0.0310078,4.54965e-06
0.403101,0.0310078,4.5861e-06
0.410853,0.0310078,4.61982e-06
0.418605,0.0310078,4.65081e-06
0.426357,0.0310078,4.67904e-06
0.434109,0.0310078,4.70449e-06
0.44186,0.0310078,4.72716e-06
0.449612,0.0310078,4.74702e-06
0.457364,0.0310078,4.76406e-06
0.465116,0.0310078,4.77828e-06
0.472868,0.0310078,4.78967e-06
0.48062,0.0310078,4.79821e-06
0.488372,0.0310078,4.80391e-06
0.496124,0.0310078,4.80676e-06
0.503876,0.0310078,4.80676e-06
0.511628,0.0310078,4.80391e-06
0.51938,0.0310078,4.79821e-06
0.527132,0.0310078,4.78967e-06
0.534884,0.0310078,4.77828e-06
0.542636,0.0310078,4.76406e-06
0.550388,0.0310078,4.74702e-06
0.55814,0.0310078,4.72716e-06
0.565891,0.0310078,4.70449e-06
0.573643,0.0310078,4.67904e-06
0.581395,0.0310078,4.65081e-06
0.589147,0.0310078,4.61982e-06
0.596899,0.0310078,4.5861e-06
0.604651,0.0310078,4.54965e-06
0.612403,0.0310078,4.51051e-06
0.620155,0.0310078,4.46869e-06
0.627907,0.0310078,4.42422e-06
0.635659,0.0310078,4.37712e-06
0.643411,0.0310078,4.32743e-06
0.651163,0.0310078,4.27518e-06
0.658915,0.0310078,4.22038e-06
0.666667,0.0310078,4.16309e-06
0.674419,0.0310078,4.10332e-06
0.682171,0.0310078,4.04113e-06
0.689922,0.0310078,3.97653e-06
0.697674,0.0310078,3.90958e-06
0.705426,0.0310078,3.84031e-06
0.713178,0.0310078,3.76876e-06
0.72093,0.0310078,3.69498e-06
0.728682,0.0310078,3.619e-06
0.736434,0.0310078,3.54088e-06
0.744186,0.0310078,3.46066e-06
0.751938,0.0310078,3.37839e-06
0.75969,0.0310078,3.29411e-06
0.767442,0.0310078,3.20788e-06
0.775194,0.0310078,3.11975e-06
0.782946,0.0310078,3.02977e-06
0.790698,0.0310078,2.93799e-06
0.79845,0.0310078,2.84446e-06
0.806202,0.0310078,2.74925e-06
0.813953,0.0310078,2.65241e-06
0.821705,0.0310078,2.554e-06
0.829457,0.0310078,2.45407e-06
0.837209,0.0310078,2.35269e-06
0.844961,0.0310078,2.24991e-06
0.852713,0.0310078,2.1458e-06
0.860465,0.0310078,2.04041e-06
0.868217,0.0310078,1.93382e-06
0.875969,0.0310078,1.82608e-06
0.883721,0.0310078,1.71725e-06
0.891473,0.0310078,1.60741e-06
0.899225,0.0310078,1.49661e-06
0.906977,0.0310078,1.38493e-06
0.914729,0.0310078,1.27242e-06
0.922481,0.0310078,1.15916e-06
0.930233,0.0310078,1.04521e-06
0.937984,0.0310078,9.30645e-07
0.945736,0.0310078,8.15526e-07
0.953488,0.0310078,6.99922e-07
0.96124,0.0310078,5.83904e-07
0.968992,0.0310078,4.67539e-07
0.976744,0.0310078,3.50897e-07
0.984496,0.0310078,2.34047e-07
0.992248,0.0310078,1.17058e-07
0.00775194,0.0387597,1.46193e-07
0.0155039,0.0387597,2.92299e-07
0.0232558,0.0387597,4.38231e-07
0.0310078,0.0387597,5.83904e-07
0.0387597,0.0387597,7.2923e-07
0.0465116,0.0387597,8.74124e-07
0.0542636,0.0387597,1.0185e-06
0.0620155,0.0387597,1.16227e-06
0.0697674,0.0387597,1.30535e-06
0.0775194,0.0387597,1.44766e-06
0.0852713,0.0387597,1.58911e-06
0.0930233,0.0387597,1.72962e-06
0.100775,0.0387597,1.8691e-06
0.108527,0.0387597,2.00747e-06
0.116279,0.0387597,2.14465e-06
0.124031,0.0387597,2.28056e-06
0.131783,0.0387597,2.41512e-06
0.139535,0.0387597,2.54825e-06
0.147287,0.0387597,2.67986e-06
0.155039,0.0387597,2.80989e-06
0.162791,0.0387597,2.93825e-06
0.170543,0.0387597,3.06486e-06
0.178295,0.0387597,3.18966e-06
0.186047,0.0387597,3.31257e-06
0.193798,0.0387597,3.43351e-06
0.20155,0.0387597,3.55241e-06
0.209302,0.0387597,3.66921e-06
0.217054,0.0387597,3.78384e-06
0.224806,0.0387597,3.89622e-06
0.232558,0.0387597,4.00628e-06
0.24031,0.0387597,4.11398e-06
0.248062,0.0387597,4.21923e-06
0.255814,0.0387597,4.32198e-06
0.263566,0.0387597,4.42217e-06
0.271318,0.0387597,4.51973e-06
0.27907,0.0387597,4.61461e-06
0.286822,0.0387597,4.70676e-06
0.294574,0.0387597,4.79612e-06
0.302326,0.0387597,4.88263e-06
0.310078,0.0387597,4.96624e-06
0.317829,0.0387597,5.04691e-06
0.325581,0.0387597,5.12459e-06
0.333333,0.0387597,5.19923e-06
0.341085,0.0387597,5.27078e-06
0.348837,0.0387597,5.33921e-06
0.356589,0.0387597,5.40448e-06
0.364341,0.0387597,5.46653e-06
0.372093,0.0387597,5.52535e-06
0.379845,0.0387597,5.58089e-06
0.387597,0.0387597,5.63311e-06
0.395349,0.0387597,5.682e-06
0.403101,0.0387597,5.72752e-06
0.410853,0.0387597,5.76964e-06
0.418605,0.0387597,5.80834e-06
0.426357,0.0387597,5.84359e-06
0.434109,0.0387597,5.87538e-06
0.44186,0.0387597,5.90369e-06
0.449612,0.0387597,5.92849e-06
0.457364,0.0387597,5.94978e-06
0.465116,0.0387597,5.96754e-06
0.472868,0.0387597,5.98176e-06
0.48062,0.0387597,5.99243e-06
0.488372,0.0387597,5.99955e-06
0.496124,0.0387597,6.00311e-06
0.503876,0.0387597,6.00311e-06
0.511628,0.0387597,5.99955e-06
0.51938,0.0387597,5.99243e-06
0.527132,0.0387597,5.98176e-06
0.534884,0.0387597,5.96754e-06
0.542636,0.0387597,5.94978e-06
0.550388,0.0387597,5.92849e-06
0.55814,0.0387597,5.90369e-06
0.565891,0.0387597,5.87538e-06
0.573643,0.0387597,5.84359e-06
0.581395,0.0387597,5.80834e-06
0.589147,0.0387597,5.76964e-06
0.596899,0.0387597,5.72752e-06
0.604651,0.0387597,5.682e-06
0.612403,0.0387597,5.63311e-06
0.620155,0.0387597,5.58089e-06
0.627907,0.0387597,5.52535e-06
0.635659,0.0387597,5.46653e-06
0.643411,0.0387597,5.40448e-06
0.651163,0.0387597,5.33921e-06
0.658915,0.0387597,5.27078e-06
0.666667,0.0387597,5.19923e-06
0.674419,0.0387597,5.12459e-06
0.682171,0.0387597,5.04691e-06
0.689922,0.0387597,4.96624e-06
0.697674,0.0387597,4.88263e-06
0.705426,0.0387597,4.79612e-06
0.713178,0.0387597,4.70676e-06
0.72093,0.0387597,4.61461e-06
0.728682,0.0387597,4.51973e-06
0.736434,0.0387597,4.42217e-06
0.744186,0.0387597,4.32198e-06
0.751938,0.0387597,4.21923e-06
0.75969,0.0387597,4.11398e-06
0.767442,0.0387597,4.00628e-06
0.775194,0.0387597,3.89622e-06
0.782946,0.0387597,3.78384e-06
0.790698,0.0387597,3.66921e-06
0.79845,0.0387597,3.55241e-06
0.806202,0.0387597,3.43351e-06
0.813953,0.0387597,3.31257e-06
0.821705,0.0387597,3.18966e-06
0.829457,0.0387597,3.06486e-06
0.837209,0.0387597,2.93825e-06
0.844961,0.0387597,2.80989e-06
0.852713,0.0387597,2.67986e-06
0.860465,0.0387597,2.54825e-06
0.868217,0.0387597,2.41512e-06
0.875969,0.0387597,2.28056e-06
0.883721,0.0387597,2.14465e-06
0.891473,0.0387597,2.00747e-06
0.899225,0.0387597,1.8691e-06
0.906977,0.0387597,1.72962e-06
0.914729,0.0387597,1.58911e-06
0.922481,0.0387597,1.44766e-06
0.930233,0.0387597,1.30535e-06
0.937984,0.0387597,1.16227e-06
0.945736,0.0387597,1.0185e-06
0.953488,0.0387597,8.74124e-07
0.96124,0.0387597,7.2923e-07
0.968992,0.0387597,5.83904e-07
0.976744,0.0387597,4.38231e-07
0.984496,0.0387597,2.92299e-07
0.992248,0.0387597,1.46193e-07
0.00775194,0.0465116,1.7524e-07
0.0155039,0.0465116,3.50377e-07
0.0232558,0.0465116,5.25305e-07
0.0310078,0.0465116,6.99922e-07
0.0387597,0.0465116,8.74124e-07
0.0465116,0.0465116,1.04781e-06
0.0542636,0.0465116,1.22087e-06
0.0620155,0.0465116,1.39321e-06
0.0697674,0.0465116,1.56472e-06
0.0775194,0.0465116,1.7353e-06
0.0852713,0.0465116,1.90486e-06
0.0930233,0.0465116,2.07328e-06
0.100775,0.0465116,2.24048e-06
0.108527,0.0465116,2.40635e-06
0.116279,0.0465116,2.57079e-06
0.124031,0.0465116,2.7337e-06
0.131783,0.0465116,2.89499e-06
0.139535,0.0465116,3.05457e-06
0.147287,0.0465116,3.21234e-06
0.155039,0.0465116,3.3682e-06
0.162791,0.0465116,3.52206e-06
0.170543,0.0465116,3.67383e-06
0.178295,0.0465116,3.82343e-06
0.186047,0.0465116,3.97076e-06
0.193798,0.0465116,4.11573e-06
0.20155,0.0465116,4.25826e-06
0.209302,0.0465116,4.39827e-06
0.217054,0.0465116,4.53566e-06
0.224806,0.0465116,4.67037e-06
0.232558,0.0465116,4.80231e-06
0.24031,0.0465116,4.9314e-06
0.248062,0.0465116,5.05757e-06
0.255814,0.0465116,5.18073e-06
0.263566,0.0465116,5.30083e-06
0.271318,0.0465116,5.41777e-06
0.27907,0.0465116,5.53151e-06
0.286822,0.0465116,5.64197e-06
0.294574,0.0465116,5.74908e-06
0.302326,0.0465116,5.85278e-06
0.310078,0.0465116,5.95301e-06
0.317829,0.0465116,6.04971e-06
0.325581,0.0465116,6.14282e-06
0.333333,0.0465116,6.23229e-06
0.341085,0.0465116,6.31806e-06
0.348837,0.0465116,6.40008e-06
0.356589,0.0465116,6.47831e-06
0.364341,0.0465116,6.5527e-06
0.372093,0.0465116,6.6232e-06
0.379845,0.0465116,6.68978e-06
0.387597,0.0465116,6.75238e-06
0.395349,0.0465116,6.81098e-06
0.403101,0.0465116,6.86555e-06
0.410853,0.0465116,6.91604e-06
0.418605,0.0465116,6.96242e-06
0.426357,0.0465116,7.00468e-06
0.434109,0.0465116,7.04279e-06
0.44186,0.0465116,7.07672e-06
0.449612,0.0465116,7.10645e-06
0.457364,0.0465116,7.13197e-06
0.465116,0.0465116,7.15325e-06
0.472868,0.0465116,7.1703e-06
0.48062,0.0465116,7.18309e-06
0.488372,0.0465116,7.19162e-06
0.496124,0.0465116,7.19589e-06
0.503876,0.0465116,7.19589e-06
0.511628,0.0465116,7.19162e-06
0.51938,0.0465116,7.18309e-06
0.527132,0.0465116,7.1703e-06
0.534884,0.0465116,7.15325e-06
0.542636,0.0465116,7.13197e-06
0.550388,0.0465116,7.10645e-06
0.55814,0.0465116,7.07672e-06
0.565891,0.0465116,7.04279e-06
0.573643,0.0465116,7.00468e-06
0.581395,0.0465116,6.96242e-06
0.589147,0.0465116,6.91604e-06
0.596899,0.0465116,6.86555e-06
0.604651,0.0465116,6.81098e-06
0.612403,0.0465116,6.75238e-06
0.620155,0.0465116,6.68978e-06
0.627907,0.0465116,6.6232e-06
0.635659,0.0465116,6.5527e-06
0.643411,0.0465116,6.47831e-06
0.651163,0.0465116,6.40008e-06
0.658915,0.0465116,6.31806e-06
0.666667,0.0465116,6.23229e-06
0.674419,0.0465116,6.14282e-06
0.682171,0.0465116,6.04971e-06
0.689922,0.0465116,5.95301e-06
0.697674,0.0465116,5.85278e-06
0.705426,0.0465116,5.74908e-06
0.713178,0.0465116,5.64197e-06
